Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",13400,12740,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",472P,450P,ST
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",11844,7967,OPEN
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",2388,2388,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2339,1967,SC
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Civil Engineering (4 Years, Bachelor of Technology)",376,276,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4P,4P,ST (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Economics (5 Years, Integrated Master of Science)",5772,3937,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Economics (5 Years, Integrated Master of Science)",112P,112P,OPEN (PwD)
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Electrical Engineering (4 Years, Bachelor of Technology)",1622,1187,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Electrical Engineering (4 Years, Bachelor of Technology)",257,194,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Electrical Engineering (4 Years, Bachelor of Technology)",664,452,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",639,639,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Exploration Geophysics (5 Years, Integrated Master of Science)",2257,1895,EWS
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",865,370,EWS
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",4507,3546,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Mathematics and Computing (5 Years, Integrated Master of Science)",512,512,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Mechanical Engineering (4 Years, Bachelor of Technology)",774,497,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",10056,8074,OPEN
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",543,501,ST
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",2836,2459,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Gender-Neutral,2020,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2320,2254,SC
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",8728,8728,OBC-NCL
Indian Institute of Technology Kharagpur,AI,Female-only (including Supernumerary),2020,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",6966,6930,OBC-NCL
Indian Institute of Technology Hyderabad,AI,Gender-Neutral,2020,"Artificial Intelligence (4 Years, Bachelor of Technology)",99,97,ST
Indian Institute of Technology Hyderabad,AI,Gender-Neutral,2020,"Biomedical Engineering (4 Years, Bachelor of Technology)",3917,3457,OBC-NCL
Indian Institute of Technology Hyderabad,AI,Female-only (including Supernumerary),2020,"Biomedical Engineering (4 Years, Bachelor of Technology)",1431,1431,SC
Indian Institute of Technology Hyderabad,AI,Gender-Neutral,2020,"Civil Engineering (4 Years, Bachelor of Technology)",1477,1100,SC
Indian Institute of Technology Hyderabad,AI,Female-only (including Supernumerary),2020,"Civil Engineering (4 Years, Bachelor of Technology)",746,746,ST
Indian Institute of Technology Hyderabad,AI,Female-only (including Supernumerary),2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",201,201,ST
Indian Institute of Technology Hyderabad,AI,Gender-Neutral,2020,"Engineering Physics (4 Years, Bachelor of Technology)",91,91,OPEN (PwD)
Indian Institute of Technology Hyderabad,AI,Female-only (including Supernumerary),2020,"Engineering Physics (4 Years, Bachelor of Technology)",5467,5174,OBC-NCL
Indian Institute of Technology Hyderabad,AI,Gender-Neutral,2020,"Mechanical Engineering (4 Years, Bachelor of Technology)",4262,2868,OPEN
Indian Institute of Technology Jodhpur,AI,Female-only (including Supernumerary),2020,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",7807,6190,OPEN
Indian Institute of Technology Jodhpur,AI,Gender-Neutral,2020,"Mechanical Engineering (4 Years, Bachelor of Technology)",3594,2951,OBC-NCL
Indian Institute of Technology Jodhpur,AI,Female-only (including Supernumerary),2020,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",2932,2932,SC
Indian Institute of Technology Jodhpur,AI,Female-only (including Supernumerary),2020,"Chemical Engineering (4 Years, Bachelor of Technology)",16262,11827,OPEN
Indian Institute of Technology Jodhpur,AI,Gender-Neutral,2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",464,345,EWS
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Aerospace Engineering (4 Years, Bachelor of Technology)",4165,2363,OPEN
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Aerospace Engineering (4 Years, Bachelor of Technology)",4641,3684,OBC-NCL
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Chemical Engineering (4 Years, Bachelor of Technology)",1826,1385,OBC-NCL
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",7P,7P,OBC-NCL (PwD)
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Economics (4 Years, Bachelor of Science)",3329,1458,OPEN
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Earth Sciences (4 Years, Bachelor of Science)",3498,3498,EWS
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Physics (4 Years, Bachelor of Science)",2073,1427,SC
Indian Institute of Technology Madras,AI,Gender-Neutral,2020,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",887,887,SC
Indian Institute of Technology Madras,AI,Gender-Neutral,2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",37,22,EWS
Indian Institute of Technology Madras,AI,Female-only (including Supernumerary),2020,"Electrical Engineering (4 Years, Bachelor of Technology)",153,153,OPEN (PwD)
Indian Institute of Technology Madras,AI,Gender-Neutral,2020,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",702,702,ST
Indian Institute of Technology Gandhinagar,AI,Gender-Neutral,2020,"Chemical Engineering (4 Years, Bachelor of Technology)",3610,3207,OBC-NCL
Indian Institute of Technology Gandhinagar,AI,Female-only (including Supernumerary),2020,"Electrical Engineering (4 Years, Bachelor of Technology)",4444,3892,OBC-NCL
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2020,"Civil Engineering (4 Years, Bachelor of Technology)",3210,3156,SC
Indian Institute of Technology Patna,AI,Gender-Neutral,2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",11P,11P,OBC-NCL (PwD)
Indian Institute of Technology Patna,AI,Gender-Neutral,2020,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",6796,3073,OPEN
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2020,"Mechanical Engineering (4 Years, Bachelor of Technology)",7820,7281,OBC-NCL
Indian Institute of Technology Jodhpur,AI,Gender-Neutral,2020,"Mechanical Engineering (4 Years, Bachelor of Technology)",2185,1842,SC
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",2739,2553,SC
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Chemical Engineering (4 Years, Bachelor of Technology)",1304,793,SC
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Chemistry (4 Years, Bachelor of Science)",848P,805P,ST
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",263,185,EWS
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",152,88,OBC-NCL
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Earth Sciences (4 Years, Bachelor of Science)",10193,7991,OPEN
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Electrical Engineering (4 Years, Bachelor of Technology)",800,475,EWS
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",217,125,EWS
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Mechanical Engineering (4 Years, Bachelor of Technology)",461,342,EWS
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Physics (4 Years, Bachelor of Science)",1304,763,EWS
Indian Institute of Technology Madras,AI,Female-only (including Supernumerary),2020,"Aerospace Engineering (4 Years, Bachelor of Technology)",857,857,ST
Indian Institute of Technology Madras,AI,Female-only (including Supernumerary),2020,"Aerospace Engineering (4 Years, Bachelor of Technology)",868,381,SC
Indian Institute of Technology Madras,AI,Gender-Neutral,2020,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",1948,1947,OBC-NCL
Indian Institute of Technology Madras,AI,Female-only (including Supernumerary),2020,"Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",7232,3896,OPEN
Indian Institute of Technology Madras,AI,Gender-Neutral,2020,"Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",2305,1628,SC
Indian Institute of Technology Madras,AI,Female-only (including Supernumerary),2020,"Chemical Engineering (4 Years, Bachelor of Technology)",3638,2896,OBC-NCL
Indian Institute of Technology Madras,AI,Gender-Neutral,2020,"Electrical Engineering (4 Years, Bachelor of Technology)",202,96,EWS
Indian Institute of Technology Madras,AI,Gender-Neutral,2020,"Mechanical Engineering (4 Years, Bachelor of Technology)",508,352,EWS
Indian Institute of Technology Madras,AI,Gender-Neutral,2020,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",829,759,ST
Indian Institute of Technology Madras,AI,Female-only (including Supernumerary),2020,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",2115,2115,SC
Indian Institute of Technology Gandhinagar,AI,Female-only (including Supernumerary),2020,"Chemical Engineering (4 Years, Bachelor of Technology)",7143,6906,OBC-NCL
Indian Institute of Technology Gandhinagar,AI,Female-only (including Supernumerary),2020,"Chemical Engineering (4 Years, Bachelor of Technology)",594P,594P,ST
Indian Institute of Technology Gandhinagar,AI,Female-only (including Supernumerary),2020,"Civil Engineering (4 Years, Bachelor of Technology)",7200,7123,OBC-NCL
Indian Institute of Technology Gandhinagar,AI,Female-only (including Supernumerary),2020,"Electrical Engineering (4 Years, Bachelor of Technology)",1319,1319,EWS
Indian Institute of Technology Patna,AI,Gender-Neutral,2020,"Chemical Engineering (4 Years, Bachelor of Technology)",2603,2152,SC
Indian Institute of Technology Patna,AI,Gender-Neutral,2020,"Civil Engineering (4 Years, Bachelor of Technology)",693,616,ST
Indian Institute of Technology Patna,AI,Female-only (including Supernumerary),2020,"Mechanical Engineering (4 Years, Bachelor of Technology)",3054,3003,SC
Indian Institute of Technology Jodhpur,AI,Gender-Neutral,2020,"Bio Engineering (4 Years, Bachelor of Technology)",14620,10517,OPEN
Indian Institute of Technology Jodhpur,AI,Gender-Neutral,2020,"Chemical Engineering (4 Years, Bachelor of Technology)",4589,3890,OBC-NCL
Indian Institute of Technology Jodhpur,AI,Female-only (including Supernumerary),2020,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",7896,7855,OBC-NCL
Indian Institute of Technology Jodhpur,AI,Gender-Neutral,2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",2818,1442,OPEN
Indian Institute of Technology Jodhpur,AI,Female-only (including Supernumerary),2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1574,1353,SC
Indian Institute of Technology Jodhpur,AI,Female-only (including Supernumerary),2020,"Electrical Engineering (4 Years, Bachelor of Technology)",6172,5228,OBC-NCL
Indian Institute of Technology Jodhpur,AI,Female-only (including Supernumerary),2020,"Materials Engineering (4 Years, Bachelor of Technology)",8477,8275,OBC-NCL
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Chemistry (4 Years, Bachelor of Science)",4501,3873,OBC-NCL
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Civil Engineering (4 Years, Bachelor of Technology)",94P,79P,OBC-NCL (PwD)
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Computer Science and Engineering (4 Years, Bachelor of Technology)",63,35,ST
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Electrical Engineering (4 Years, Bachelor of Technology)",624,378,OBC-NCL
Indian Institute of Technology Kanpur,AI,Gender-Neutral,2020,"Electrical Engineering (4 Years, Bachelor of Technology)",53,31,OBC-NCL (PwD)
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Electrical Engineering (4 Years, Bachelor of Technology)",2100,1631,OBC-NCL
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Materials Science and Engineering (4 Years, Bachelor of Technology)",6018,5795,OBC-NCL
Indian Institute of Technology Kanpur,AI,Female-only (including Supernumerary),2020,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",2757,1893,OPEN
